age,dataset,bfis_O_newidea,bfis_O_apprart,bfis_O_highima,bfis_C_worktho,bfis_C_taskeff,bfis_C_ratlazy,bfis_E_talkati,bfis_E_sociabl,bfis_E_reserve,bfis_A_harshwo,bfis_A_ablefor,bfis_A_conside,bfis_N_worries,bfis_N_nervous,bfis_N_relaxed
32,sels,4,5,5,9,8,9,3,4,0,9,9,9,7,7,2
32,sels,4,7,10,10,9,8,6,5,3,5,6,10,7,6,4
40,sels,6,3,6,8,8,10,6,7,3,10,7,8,0,0,2
41,sels,6,2,5,8,7,8,8,8,8,5,5,8,8,5,4
27,sels,5,5,8,10,9,9,4,5,8,8,10,10,8,1,2
58,sels,4,5,5,8,8,10,5,3,2,9,7,10,8,6,4
58,sels,7,8,8,9,9,9,8,8,8,8,10,8,2,1,1
53,sels,8,2,9,7,8,4,9,10,4,3,8,9,2,6,8
27,sels,8,5,7,10,9,9,7,6,8,10,8,10,6,1,2
39,sels,7,2,3,10,9,8,6,3,4,5,8,7,6,1,4
70,sels,8,6,8,8,7,8,8,8,3,5,7,8,8,5,3
68,sels,5,4,8,9,8,10,8,8,8,8,5,8,1,7,5
43,sels,7,3,8,10,9,10,7,7,3,2,5,7,9,3,4
18,sels,4,5,7,8,10,10,5,10,2,10,1,10,9,2,1
78,sels,3,7,7,9,9,10,8,6,1,9,8,10,9,2,4
51,sels,5,5,7,9,5,8,9,5,5,8,8,7,4,4,4
59,sels,3,8,5,10,6,10,8,6,4,8,9,6,2,3,4
53,sels,8,10,5,10,10,8,10,8,0,0,10,10,10,10,5
49,sels,7,5,7,8,8,8,6,5,2,5,7,8,7,5,3
56,sels,10,10,10,9,10,1,7,6,1,4,10,10,8,8,1
36,sels,9,6,6,8,9,9,7,7,5,2,7,7,6,7,4
68,sels,5,10,5,6,6,9,7,5,5,9,10,9,2,1,1
43,sels,5,8,8,10,10,10,8,8,2,10,10,10,6,6,1
48,sels,8,8,8,9,8,9,7,8,5,6,7,8,2,2,2
75,sels,4,3,3,7,9,7,4,3,2,4,7,9,6,5,5
39,sels,8,0,9,4,8,10,4,3,7,8,10,8,6,2,1
77,sels,8,8,7,7,5,7,7,8,9,8,9,6,4,4,3
31,sels,4,2,1,9,8,9,7,7,9,3,7,6,4,6,8
53,sels,10,5,8,10,10,10,10,10,7,10,10,10,8,0,0
69,sels,5,8,4,5,7,6,6,7,6,4,5,3,6,5,6
21,sels,6,6,8,7,6,7,8,7,5,2,4,6,3,1,5
66,sels,5,4,6,8,9,10,6,5,6,8,10,8,3,5,2
59,sels,8,8,8,10,8,10,8,8,5,10,10,8,2,1,2
32,sels,5,8,7,10,8,3,9,8,5,8,4,9,4,8,7
59,sels,7,5,8,9,9,0,8,9,9,2,8,8,5,8,3
53,sels,5,2,3,8,9,6,7,8,4,5,7,5,3,1,5
32,sels,6,3,7,7,5,2,5,5,1,9,6,9,6,5,2
88,sels,5,3,3,6,5,4,9,8,4,7,7,7,7,4,6
52,sels,6,5,5,8,6,7,5,4,3,6,6,6,4,3,5
53,sels,7,3,6,9,9,8,9,7,4,7,6,9,7,5,4
57,sels,7,5,8,8,8,8,8,7,4,2,8,9,9,5,3
58,sels,5,4,3,8,8,10,10,10,7,10,5,9,7,3,2
68,sels,7,8,8,8,9,10,7,9,9,7,7,9,2,1,2
34,sels,10,8,10,10,10,8,5,5,6,6,10,8,10,2,0
38,sels,8,4,9,7,7,8,9,5,10,7,8,10,4,3,5
66,sels,4,4,4,8,8,7,5,3,2,6,7,8,8,7,6
71,sels,6,6,8,8,8,3,8,8,3,4,9,7,8,6,3
28,sels,8,1,5,6,9,4,6,6,7,2,4,9,7,4,2
59,sels,0,4,2,9,8,10,4,2,4,9,5,8,7,1,2
19,sels,6,3,4,8,8,4,9,8,8,6,2,7,7,4,8
61,sels,7,6,7,9,9,8,8,8,6,3,8,8,7,3,2
42,sels,8,9,10,8,9,9,10,10,9,9,9,10,2,1,1
26,sels,9,5,8,9,9,9,9,9,9,2,9,9,9,2,1
47,sels,6,4,5,10,10,10,10,10,10,5,8,5,0,0,2
53,sels,9,10,10,8,7,5,6,6,0,6,8,8,7,7,4
42,sels,7,7,7,8,8,10,8,8,8,8,8,7,1,1,4
52,sels,3,9,5,9,9,9,9,5,5,9,9,8,7,3,5
66,sels,7,3,2,8,9,0,8,9,7,4,2,8,3,6,3
51,sels,8,7,8,8,7,10,6,5,9,6,8,6,0,1,2
42,sels,6,5,7,8,7,7,8,6,7,2,5,6,6,5,5
67,sels,6,3,7,8,10,10,10,10,5,8,10,9,4,0,2
61,sels,5,6,6,7,7,9,8,5,6,8,5,8,1,5,4
63,sels,6,7,7,8,6,4,9,10,5,7,9,9,5,4,3
25,sels,5,10,2,9,8,9,8,6,5,9,10,10,0,9,5
35,sels,7,4,7,10,8,10,7,10,6,3,10,8,7,5,1
49,sels,2,8,3,5,5,5,5,5,4,10,7,8,9,8,7
68,sels,7,5,6,7,6,8,6,5,3,8,9,9,2,2,3
69,sels,3,5,5,10,8,10,6,4,5,10,10,10,4,5,5
25,sels,8,6,4,10,9,9,7,8,5,9,10,7,0,3,2
64,sels,5,4,7,5,6,3,5,7,6,7,5,7,7,4,6
56,sels,8,6,6,8,4,8,3,3,4,8,8,8,4,4,4
74,sels,7,4,7,7,7,8,6,6,5,7,7,7,6,3,6
50,sels,10,10,10,10,10,8,10,10,5,4,9,10,5,3,2
45,sels,5,8,6,9,8,9,7,8,5,9,9,7,2,2,3
65,sels,8,10,9,8,9,8,9,9,2,2,9,9,4,2,1
53,sels,0,0,0,0,0,10,0,0,10,10,0,0,0,0,10
55,sels,3,7,9,9,8,2,1,1,2,5,8,8,7,7,8
51,sels,5,5,9,8,9,9,2,1,1,9,9,9,8,8,5
39,sels,5,8,6,9,9,7,7,5,3,9,8,8,5,7,7
60,sels,2,2,3,7,8,10,8,7,7,5,0,8,2,1,2
65,sels,6,4,4,9,8,9,8,5,6,7,8,8,7,2,2
69,sels,6,6,7,8,8,9,5,5,5,9,9,8,9,5,6
56,sels,8,5,8,9,8,9,7,8,8,8,8,8,7,6,3
54,sels,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
67,sels,7,7,7,10,9,8,8,8,5,6,8,8,4,3,3
63,sels,10,10,10,9,7,9,9,8,8,7,9,7,5,3,3
40,sels,5,3,7,9,8,9,9,6,4,8,8,9,5,5,4
45,sels,5,7,6,6,7,3,6,7,5,5,6,6,8,8,6
32,sels,8,0,7,7,9,10,8,10,9,7,6,7,5,0,2
48,sels,8,8,8,9,8,7,7,7,5,7,9,7,6,5,5
52,sels,5,9,8,8,9,9,6,8,4,8,9,9,3,5,4
68,sels,9,3,5,9,7,10,9,5,7,2,7,7,3,4,2
33,sels,7,8,8,7,7,5,8,8,6,7,7,7,4,3,4
42,sels,8,3,8,10,10,9,8,9,2,9,9,10,6,9,1
35,sels,6,4,5,9,9,9,5,5,4,7,7,8,2,3,3
57,sels,7,3,5,10,9,10,10,10,5,7,8,10,2,2,0
69,sels,7,2,8,8,8,9,9,9,8,8,9,9,1,2,2
46,sels,6,4,9,9,6,4,8,9,7,8,10,8,7,2,4
29,sels,3,6,7,10,9,9,5,9,2,9,9,10,5,7,8
28,sels,9,5,9,8,9,8,8,8,7,6,6,7,2,1,1
25,sels,3,4,8,9,9,8,6,5,4,8,6,7,7,8,6
50,sels,7,5,6,8,8,2,7,7,1,2,8,9,8,7,2
36,sels,6,9,9,8,9,8,6,8,5,6,6,9,4,4,3
59,sels,4,8,4,9,9,10,8,7,9,9,10,10,6,7,7
66,sels,7,6,8,8,7,8,6,5,1,6,9,10,4,6,4
49,sels,8,8,9,10,9,1,8,9,4,9,1,8,6,6,1
32,sels,10,10,7,10,10,4,10,8,5,4,10,10,2,2,1
58,sels,7,6,6,7,9,9,9,9,6,8,2,6,2,1,1
36,sels,7,5,7,8,8,0,7,8,4,6,9,10,8,8,3
57,sels,7,6,7,8,8,10,7,6,3,7,8,9,6,3,6
29,sels,8,5,9,8,10,2,5,8,3,7,8,9,2,2,0
28,sels,9,9,10,10,10,7,10,10,8,2,10,8,2,2,1
62,sels,6,6,8,8,8,8,8,8,2,2,8,8,8,2,4
58,sels,7,5,7,8,8,9,8,6,5,3,8,8,8,2,3
71,sels,5,5,6,7,7,4,4,7,7,8,9,8,8,2,2
45,sels,5,10,8,8,7,5,9,9,5,7,9,8,7,6,4
69,sels,9,2,9,5,8,5,5,4,6,6,4,4,5,2,4
29,sels,7,7,8,10,9,9,10,10,8,9,10,10,5,2,2
50,sels,6,8,7,8,7,4,9,9,6,3,5,6,2,7,4
999,sels,2,2,3,10,7,9,8,3,2,3,5,4,9,1,1
69,sels,4,3,4,8,8,8,7,6,7,5,6,7,2,5,5
61,sels,9,5,9,9,10,10,9,8,8,7,8,8,1,1,1
23,sels,6,4,8,10,7,5,6,6,2,7,10,9,9,5,7
67,sels,8,10,9,8,7,4,9,10,6,7,7,9,5,5,2
75,sels,7,5,8,5,7,8,5,8,3,7,8,8,8,4,3
33,sels,7,10,8,10,10,10,8,9,9,0,10,10,2,5,5
73,sels,2,7,6,8,7,1,8,5,3,10,7,8,5,4,2
65,sels,3,5,3,10,8,0,3,5,2,10,9,9,4,1,1
24,sels,3,7,7,7,4,8,6,7,6,7,2,8,9,5,5
67,sels,8,0,10,10,10,10,10,10,0,8,10,10,2,0,0
64,sels,4,6,9,10,10,10,9,8,0,1,4,8,8,4,2
49,sels,5,5,5,9,10,9,7,9,3,9,10,9,7,5,3
28,sels,2,1,4,7,6,6,7,6,4,8,6,6,6,4,3
75,sels,8,10,7,8,8,10,6,3,4,7,6,8,6,5,5
62,sels,6,9,9,9,9,9,9,9,6,10,9,9,0,1,1
23,sels,4,10,7,7,6,1,5,8,3,9,7,8,8,8,3
64,sels,0,0,2,9,7,3,2,0,4,10,2,6,3,4,9
55,sels,8,9,9,9,9,10,10,10,3,10,9,10,8,7,3
29,sels,3,2,2,5,6,4,3,4,2,7,9,10,3,4,5
74,sels,8,6,6,10,8,10,8,8,6,5,8,8,8,6,4
70,sels,5,8,6,8,8,8,10,8,2,9,7,8,3,3,2
66,sels,7,3,5,10,8,9,8,7,3,3,5,8,7,5,3
59,sels,3,9,7,8,7,10,3,5,5,8,4,7,6,3,5
64,sels,5,2,6,10,8,10,9,5,1,10,4,10,6,3,8
50,sels,5,7,7,8,8,9,7,7,3,8,7,8,4,5,3
22,sels,10,8,10,9,9,5,10,10,7,9,10,10,10,1,0
61,sels,4,5,4,10,9,9,8,4,8,9,6,6,2,6,4
58,sels,7,7,6,9,8,7,5,3,3,8,8,6,7,5,6
65,sels,0,8,1,7,2,3,2,3,9,2,9,7,8,8,9
68,sels,4,7,2,7,6,9,3,3,4,10,7,5,1,2,8
59,sels,8,10,8,8,8,9,9,8,8,4,5,5,5,6,2
19,sels,5,2,5,8,10,1,5,2,1,5,7,5,2,2,1
22,sels,7,10,9,10,7,8,8,7,3,10,9,9,9,8,4
23,sels,2,4,4,5,7,4,7,7,4,8,8,8,4,6,6
20,sels,8,8,8,7,6,6,10,8,5,3,2,6,2,1,3
68,sels,2,5,2,8,6,8,2,3,4,8,7,6,5,9,9
64,sels,9,2,9,8,9,10,7,8,9,9,4,9,0,0,0
21,sels,3,9,3,10,9,9,9,8,5,6,8,6,8,7,0
48,sels,9,10,9,10,10,10,6,7,0,9,5,10,7,4,4
60,sels,3,8,6,9,8,8,7,5,7,7,8,4,5,6,6
45,sels,4,8,2,10,10,10,7,5,0,10,7,10,10,7,6
52,sels,5,0,5,10,10,0,5,5,0,5,5,10,5,5,5
34,sels,6,6,5,7,8,7,6,5,6,2,7,5,6,4,6
50,sels,8,7,9,10,10,10,10,10,0,10,10,10,10,8,0
18,sels,5,7,5,7,5,2,8,4,3,3,9,10,7,10,5
66,sels,6,4,3,10,8,10,6,4,2,10,8,8,8,7,6
66,sels,6,8,8,9,9,10,8,8,4,8,8,8,2,0,0
58,sels,8,1,10,9,10,10,10,10,10,7,4,9,2,8,4
65,sels,10,10,10,10,10,10,8,8,5,10,8,5,6,3,5
28,sels,5,8,5,10,10,6,7,5,5,10,10,10,7,6,6
46,sels,4,5,4,6,6,6,7,8,7,6,8,8,7,4,5
84,sels,4,7,5,8,9,10,8,7,1,8,7,9,4,8,6
56,sels,9,8,8,9,9,10,9,6,4,8,8,7,3,1,1
45,sels,8,1,2,10,10,10,10,9,3,4,8,9,6,3,5
46,sels,9,9,10,10,9,10,8,6,3,8,8,10,8,3,3
48,sels,2,2,7,8,9,10,5,9,6,10,8,7,10,2,4
58,sels,8,9,5,9,9,4,9,9,9,1,9,4,9,5,4
55,sels,4,6,4,9,8,9,8,10,8,9,10,10,2,2,3
65,sels,4,8,5,8,8,10,8,9,5,10,9,8,0,0,2
23,sels,8,3,8,8,8,9,8,8,8,8,7,8,6,5,5
51,sels,3,1,8,10,9,10,8,9,4,9,7,5,5,5,3
33,sels,3,10,7,9,7,10,9,8,4,9,9,10,7,3,7
52,sels,8,3,8,8,8,6,6,7,5,8,8,8,3,0,1
21,sels,9,5,8,8,8,8,8,8,8,10,7,8,7,2,5
27,sels,5,8,6,6,5,2,4,5,6,5,6,7,4,7,5
48,sels,8,6,8,9,8,10,9,10,9,6,9,7,6,5,3
54,sels,9,8,8,9,9,10,3,7,3,3,0,8,9,6,1
38,sels,8,8,8,8,8,5,8,9,4,2,9,8,8,7,3
50,sels,6,4,3,8,9,4,5,6,4,9,4,7,2,3,4
999,sels,6,7,8,8,6,8,7,8,8,7,8,7,1,3,4
62,sels,5,7,7,9,8,2,8,8,2,5,8,8,5,4,2
53,sels,3,1,3,9,6,2,9,9,4,8,2,7,5,5,2
63,sels,6,7,8,8,8,9,5,3,2,8,7,8,5,8,5
52,sels,6,7,6,7,7,8,6,7,3,7,7,8,3,3,4
22,sels,9,8,8,9,7,10,9,7,5,5,8,10,4,4,4
22,sels,6,6,6,8,8,7,3,3,6,6,5,6,4,2,3
49,sels,4,5,6,8,9,5,5,6,5,8,2,10,5,3,5
40,sels,8,6,8,8,10,8,10,8,9,4,10,6,5,7,8
49,sels,4,3,2,8,6,8,8,6,4,6,5,7,7,3,2
47,sels,6,6,6,8,7,9,8,4,7,8,9,9,9,7,5
73,sels,6,6,8,8,9,10,9,9,4,6,5,9,8,1,2
33,sels,7,5,9,9,9,8,8,7,3,8,9,9,3,3,3
55,sels,9,10,8,7,8,1,7,7,5,8,9,8,1,1,2
54,sels,6,6,8,8,6,8,8,7,5,10,10,8,4,2,4
74,sels,4,10,8,9,4,9,4,4,4,4,9,4,10,4,4
53,sels,5,3,7,9,9,9,8,7,8,8,4,8,8,4,6
22,sels,8,5,8,9,8,2,9,9,8,3,8,7,7,3,3
62,sels,8,5,8,9,9,10,8,8,8,4,10,8,10,5,4
62,sels,5,8,8,7,7,2,7,10,1,3,1,9,6,4,1
59,sels,9,7,9,9,9,10,8,9,3,8,9,8,3,1,1
48,sels,10,5,9,10,9,10,10,10,1,9,9,9,10,8,4
38,sels,6,8,6,8,5,4,4,6,3,9,10,9,7,7,5
66,sels,1,1,2,5,5,5,5,5,5,8,10,5,5,8,5
37,sels,8,6,8,7,8,2,7,7,3,8,7,10,7,7,4
59,sels,3,3,4,6,7,7,4,4,6,7,6,4,6,3,6
75,sels,6,10,8,7,9,5,5,8,2,10,10,10,8,4,0
50,sels,8,4,7,8,7,8,7,5,5,3,7,6,8,6,7
65,sels,8,10,10,6,7,1,9,9,2,10,7,8,8,7,7
59,sels,6,10,8,8,7,9,6,2,2,9,8,8,6,4,3
69,sels,2,7,10,8,10,4,10,10,0,6,10,10,6,6,6
24,sels,4,10,3,9,10,7,9,9,9,4,10,10,8,6,4
58,sels,9,8,8,8,8,4,6,8,2,1,8,8,10,8,2
71,sels,10,8,10,10,10,6,8,10,2,1,6,10,10,9,2
55,sels,8,8,8,10,10,10,8,8,5,10,2,10,2,0,0
21,sels,7,4,7,8,6,6,9,8,7,3,8,6,8,4,4
29,sels,4,8,6,8,6,5,8,8,4,6,7,10,5,5,5
56,sels,6,8,7,8,9,5,9,9,10,4,10,9,1,4,1
51,sels,10,10,10,9,10,8,10,9,2,7,10,10,7,2,0
54,sels,8,5,8,10,8,8,8,8,8,2,6,8,8,2,2
49,sels,8,6,5,9,9,9,9,9,9,9,9,9,1,1,3
51,sels,9,10,8,8,9,8,9,8,5,5,8,8,5,5,7
20,sels,3,10,10,7,5,4,0,2,0,9,9,10,10,7,7
75,sels,10,7,10,10,9,9,10,10,5,7,10,10,10,2,0
63,sels,6,7,7,9,9,10,10,10,5,3,9,10,3,6,2
64,sels,5,5,10,9,10,10,8,9,5,10,5,10,9,1,0
999,sels,8,8,7,9,8,8,8,9,3,4,9,8,7,6,3
25,sels,10,10,10,10,10,8,10,10,5,4,9,8,6,5,5
29,sels,7,4,7,8,7,5,8,6,3,9,9,9,2,3,3
41,sels,7,3,8,9,9,6,7,7,4,4,9,9,4,3,3
21,sels,8,10,7,10,10,4,7,7,3,7,10,10,3,2,3
63,sels,6,6,7,7,7,5,5,3,3,6,7,5,2,5,5
25,sels,9,10,10,8,9,7,6,8,4,10,7,10,8,2,2
54,sels,9,9,7,8,5,9,9,8,5,7,8,10,9,2,4
56,sels,5,1,2,8,8,10,8,8,8,5,8,6,2,1,6
35,sels,7,10,6,10,8,4,6,6,5,5,10,8,8,4,5
24,sels,7,5,6,9,9,8,7,8,6,4,8,8,5,3,1
62,sels,10,9,8,4,7,8,7,6,7,10,9,8,3,1,1
40,sels,7,2,8,9,8,8,8,9,7,8,7,8,5,3,2
49,sels,8,1,10,10,10,10,10,10,5,0,10,9,10,8,4
30,sels,7,4,5,7,7,5,6,5,3,3,7,7,8,8,7
31,sels,4,6,6,8,9,8,9,8,9,1,8,8,6,7,5
46,sels,7,7,7,7,7,3,7,8,9,10,8,4,1,1,2
45,sels,8,8,9,9,9,9,8,8,7,5,9,8,3,4,4
53,sels,7,8,5,8,8,8,10,10,8,5,8,8,2,6,5
32,sels,10,8,6,8,7,9,9,9,6,7,8,8,1,2,2
38,sels,5,2,4,6,5,5,5,7,7,4,4,5,8,4,6
36,sels,10,10,10,10,10,4,10,10,9,6,10,10,1,5,2
35,sels,7,9,7,10,9,9,7,9,5,3,7,8,7,5,1
28,sels,9,8,8,8,8,4,8,7,1,3,10,9,8,8,1
28,sels,7,4,5,8,10,10,10,8,10,10,9,10,9,3,2
47,sels,3,8,4,8,9,6,8,7,4,10,10,10,7,2,3
71,sels,8,7,6,9,7,3,7,6,2,8,7,6,8,8,6
65,sels,8,5,8,10,10,10,8,8,10,10,10,10,8,0,2
45,sels,8,5,5,9,9,5,9,9,6,2,7,6,5,3,3
54,sels,8,2,9,9,9,9,8,9,3,7,7,9,6,5,2
44,sels,6,1,6,7,8,9,7,8,4,10,7,8,3,2,2
24,sels,6,5,5,8,8,5,7,6,3,3,5,8,4,6,4
79,sels,6,7,8,9,8,5,9,4,6,6,4,8,6,4,2
50,sels,0,0,0,0,0,10,0,0,10,10,0,0,0,0,10
71,sels,5,5,7,8,9,8,7,6,4,5,8,9,6,7,4
66,sels,7,6,6,9,9,9,8,8,3,4,5,7,5,5,3
23,sels,7,8,10,10,9,10,0,0,0,7,1,8,10,10,3
66,sels,8,3,10,10,10,10,10,6,4,4,6,10,8,0,2
20,sels,7,3,6,8,6,7,6,9,5,4,9,9,5,5,7
46,sels,8,5,5,9,9,10,9,8,6,2,8,9,4,3,4
24,sels,7,10,7,4,7,4,4,6,2,8,7,8,7,5,5
71,sels,8,2,4,9,8,2,6,7,1,8,3,6,9,3,3
33,sels,9,8,9,7,9,5,8,9,7,5,9,9,6,8,6
20,sels,2,7,4,9,8,6,4,1,0,10,8,8,8,8,7
82,sels,5,8,5,8,8,8,5,5,2,8,8,8,8,6,7
87,sels,9,10,10,10,10,10,10,10,2,2,8,8,10,9,5
48,sels,6,1,7,9,9,10,9,5,1,7,7,9,9,5,9
72,sels,8,7,7,8,5,4,8,8,1,8,9,9,5,3,4
68,sels,6,5,5,8,8,8,8,8,2,2,8,8,2,8,5
59,sels,7,5,4,9,9,8,9,6,6,4,7,6,6,5,5
20,sels,5,5,7,10,9,3,3,2,2,9,5,10,9,2,7
51,sels,8,5,9,10,9,10,9,9,5,9,9,9,8,1,2
28,sels,7,7,7,9,7,8,8,8,6,4,7,7,9,5,5
22,sels,7,5,7,7,6,7,5,3,4,3,5,7,5,4,4
25,sels,1,1,1,8,8,9,2,2,2,10,9,6,3,4,5
54,sels,1,1,1,8,8,9,3,1,0,7,8,8,9,8,9
70,sels,1,5,8,3,7,3,5,8,8,5,2,8,2,5,2
24,sels,10,0,10,7,10,5,10,10,10,3,10,7,5,0,5
21,sels,5,4,5,7,7,5,7,7,3,8,5,7,5,2,5
72,sels,3,6,4,8,8,2,2,3,7,4,3,8,2,3,2
55,sels,8,3,9,9,8,9,10,8,2,4,10,8,8,1,2
42,sels,8,10,7,8,8,7,6,7,4,3,9,8,7,6,6
60,sels,7,5,8,9,8,3,5,7,6,9,3,9,3,8,1
21,sels,8,8,6,10,8,2,10,8,4,2,5,10,10,8,4
27,sels,6,4,3,9,5,8,8,6,5,6,7,8,5,4,5
46,sels,5,8,8,10,10,10,8,8,5,5,6,10,8,5,3
50,sels,10,10,10,10,10,10,10,10,8,10,10,10,1,0,0
67,sels,7,1,4,9,9,5,7,7,5,5,9,5,6,5,5
34,sels,7,8,6,8,6,9,8,8,4,4,8,8,2,5,5
58,sels,7,8,8,8,8,7,8,10,5,7,8,8,8,8,5
53,sels,7,6,8,9,8,4,8,8,0,5,5,8,7,4,2
48,sels,6,5,8,9,9,10,6,9,9,9,9,9,4,5,4
67,sels,7,9,6,8,5,9,5,7,7,7,9,6,1,1,2
63,sels,8,2,5,9,8,10,7,9,9,5,2,8,5,7,4
71,sels,5,5,6,8,10,9,1,1,2,10,5,8,5,5,4
54,sels,6,10,10,10,10,2,8,8,5,8,8,8,4,0,0
57,sels,7,6,6,9,8,8,9,8,4,4,8,8,6,2,2
63,sels,7,4,6,10,10,8,8,10,9,2,10,9,10,9,4
45,sels,2,3,7,10,10,2,3,8,0,8,10,10,8,8,7
39,sels,7,3,6,8,9,9,8,7,7,6,7,8,6,3,4
80,sels,5,4,7,10,7,9,5,3,3,10,5,7,7,2,3
72,sels,5,3,8,8,9,6,6,5,5,9,8,9,5,1,2
51,sels,5,1,9,8,10,3,7,7,5,8,1,9,3,5,2
81,sels,3,0,5,10,8,8,4,5,4,10,8,8,8,2,3
50,sels,6,6,7,7,8,7,10,8,9,7,8,9,2,1,1
61,sels,9,8,5,8,8,5,8,3,5,2,9,9,5,5,2
32,sels,6,10,6,7,8,8,8,8,7,8,8,10,5,7,7
69,sels,2,3,8,8,8,3,9,9,2,4,8,8,8,1,1
38,sels,8,9,10,9,9,8,9,9,5,8,4,10,8,5,6
71,sels,4,2,3,9,9,10,8,10,6,10,8,6,8,5,7
56,sels,5,5,4,8,8,5,6,2,5,9,8,8,5,4,6
21,sels,7,7,8,9,9,7,7,6,4,9,8,9,8,7,4
31,sels,7,4,5,10,5,7,10,9,6,10,6,10,6,2,4
46,sels,3,8,6,9,7,5,4,4,2,9,7,8,7,6,6
35,sels,7,8,9,9,8,9,7,8,8,7,9,7,4,4,2
45,sels,8,10,10,10,10,8,10,10,8,4,5,8,10,7,5
43,sels,5,8,5,8,5,8,2,2,2,5,8,8,8,5,5
70,sels,7,9,7,10,8,1,9,8,2,3,2,7,8,8,5
58,sels,6,1,6,9,8,9,9,5,4,7,8,7,6,1,5
53,sels,7,9,10,9,8,10,7,7,4,10,3,7,4,3,4
56,sels,6,5,7,8,7,10,8,9,3,8,7,8,8,8,4
54,sels,5,6,3,7,8,8,2,7,4,8,8,6,6,1,2
27,sels,9,2,7,8,8,4,8,8,2,8,9,8,8,6,2
56,sels,6,7,7,9,8,8,6,7,3,7,7,9,6,6,4
36,sels,5,7,5,9,9,8,7,3,0,4,8,9,10,10,4
27,sels,3,6,5,4,5,6,4,4,5,5,5,4,4,4,5
19,sels,4,7,6,5,6,7,4,4,2,8,9,8,4,4,5
41,sels,7,7,9,8,8,9,9,9,4,5,6,9,8,2,5
27,sels,10,5,10,8,8,6,10,10,8,8,8,5,4,3,4
68,sels,7,8,6,8,7,7,8,6,3,6,5,7,5,6,4
27,sels,6,9,8,9,9,5,5,6,3,4,8,9,7,2,5
52,sels,5,4,5,5,8,8,8,9,8,8,10,9,2,1,1
42,sels,5,7,5,8,5,9,5,5,5,9,7,5,5,5,5
44,sels,5,2,4,9,9,8,5,5,1,8,5,8,9,8,5
20,sels,9,7,10,10,9,6,8,8,5,6,8,9,3,1,3
39,sels,8,6,8,10,10,9,10,9,7,3,9,10,0,2,0
61,sels,2,2,4,9,9,1,7,7,4,5,9,9,7,6,4
46,sels,7,8,10,9,5,1,5,6,2,3,9,3,9,8,7
37,sels,9,3,5,8,6,7,6,3,4,2,4,6,4,3,5
51,sels,6,7,4,8,10,9,10,9,7,10,9,7,1,0,1
35,sels,5,2,3,9,10,10,10,10,10,10,8,10,2,1,0
70,sels,5,7,7,5,7,6,5,7,5,2,3,4,6,6,4
68,sels,5,3,5,8,8,1,4,6,5,4,8,5,8,4,6
53,sels,7,6,9,9,8,9,7,7,6,8,6,8,3,3,2
49,sels,6,6,7,8,7,6,6,7,4,4,8,8,7,6,3
18,sels,4,2,2,8,10,7,10,10,2,6,10,10,7,9,4
53,sels,8,10,8,10,8,9,7,10,1,2,7,10,6,6,2
54,sels,0,7,0,8,7,8,9,0,0,10,2,10,10,8,10
22,sels,4,3,5,8,7,3,7,7,3,8,8,9,5,3,5
32,sels,5,5,3,10,9,10,5,5,2,10,9,9,0,1,2
54,sels,3,5,5,8,8,7,8,6,1,8,8,9,5,2,5
70,sels,8,6,6,8,9,9,8,10,8,4,10,7,5,1,2
58,sels,8,5,8,7,8,8,9,10,7,7,6,9,8,7,2
33,sels,5,4,5,7,6,8,5,5,6,7,7,7,5,5,4
65,sels,9,8,9,8,8,7,5,4,2,6,9,9,5,3,2
50,sels,8,10,6,9,9,10,5,7,7,10,10,10,1,0,7
49,sels,7,7,8,7,7,9,8,8,10,0,6,5,8,3,5
36,sels,4,2,7,8,6,8,8,4,5,6,8,8,6,6,8
30,sels,10,7,7,9,10,0,6,3,7,2,5,6,10,2,3
39,sels,9,6,9,8,9,2,5,5,3,3,9,9,7,6,4
55,sels,10,5,10,6,9,9,8,8,9,3,8,7,7,2,2
36,sels,5,5,5,9,8,7,7,8,4,9,7,9,9,5,5
71,sels,7,10,9,7,9,9,9,9,9,5,9,8,4,2,1
43,sels,9,5,9,7,8,3,8,9,5,8,8,10,7,3,1
57,sels,8,10,8,9,9,9,7,7,4,4,9,9,10,8,3
82,sels,5,5,9,8,9,10,8,8,2,6,8,9,10,7,4
35,sels,7,5,8,9,7,9,8,10,7,8,2,10,6,3,3
56,sels,6,8,7,9,9,9,7,9,3,6,9,9,9,5,3
59,sels,6,8,8,8,7,8,8,8,3,4,6,7,4,5,2
61,sels,4,5,7,8,8,8,3,4,1,9,7,8,7,9,8
51,sels,5,8,7,9,7,4,9,8,4,9,9,8,8,5,4
999,sels,4,3,4,10,9,2,8,9,6,6,10,8,2,3,6
22,sels,8,9,7,8,6,8,8,7,8,2,9,8,4,5,4
50,sels,8,3,5,7,10,9,5,4,4,8,9,6,5,5,7
65,sels,5,5,8,9,6,8,6,7,4,4,9,7,5,5,5
40,sels,8,3,10,10,10,10,7,8,9,1,7,5,5,9,3
48,sels,8,7,5,8,7,8,8,6,3,4,8,7,7,4,3
30,sels,8,6,5,10,10,8,10,8,10,2,8,9,8,10,8
82,sels,8,8,8,4,5,5,4,7,3,9,5,6,5,6,4
23,sels,6,7,4,8,10,7,7,7,3,4,3,8,3,2,3
