outcome,trait,dataset,est,se,mod,Data,name,est_abs,pval,pval_text
poltr,Openness,sels,0.019234607037476308,0.059981238902168846,lowEdu,SELECTS,Political trust,0.019234607037476308,0.7484551372751759,p =  0.75
knowledge,Conscientiousness,sels,0.08658666854492804,0.06136834287325348,lowEdu,SELECTS,Knowledge,0.08658666854492804,0.15826413791298344,p =  0.16
ideology,Extraversion,sels,-0.0358774902902606,0.06434421238793726,lowEdu,SELECTS,Left-right ideology,0.0358774902902606,0.5771264999564598,p =  0.58
stfdem,Agreeableness,sels,-0.027341519269635992,0.059951696265527904,lowEdu,SELECTS,Sat. democracy,0.027341519269635992,0.6483474486568921,p =  0.65
polintr,Neuroticism,sels,0.026878517262773825,0.05745891005150617,lowEdu,SELECTS,Interest,0.026878517262773825,0.6399370910289786,p =  0.64
poleff,Openness,sels,-0.07805366966429805,0.06720944540737699,lowEdu,SELECTS,Efficacy,0.07805366966429805,0.24549971317924335,p =  0.25
involvement,Conscientiousness,sels,0.03682022560815277,0.05392898558816893,lowEdu,SELECTS,Involvement,0.03682022560815277,0.4947623599803047,p =  0.49
polpar,Extraversion,sels,-0.09766215943919619,0.05006560912070872,lowEdu,SELECTS,Participation,0.09766215943919619,0.05109470304902759,p =  0.05
media,Agreeableness,sels,0.08317706319588726,0.06083645883586082,lowEdu,SELECTS,Media use,0.08317706319588726,0.17155512240349974,p =  0.17
poltr,Neuroticism,sels,0.004363325860637481,0.05938071780048373,lowEdu,SELECTS,Political trust,0.004363325860637481,0.9414237471140772,p =  0.94
knowledge,Openness,sels,-0.03981123138522158,0.06607744887391953,lowEdu,SELECTS,Knowledge,0.03981123138522158,0.5468457093333713,p =  0.55
ideology,Conscientiousness,sels,-0.1288850730088842,0.0603902860388361,lowEdu,SELECTS,Left-right ideology,0.1288850730088842,0.032826243967617234,p =  0.03
stfdem,Extraversion,sels,0.08917127479426003,0.05300068713304213,lowEdu,SELECTS,Sat. democracy,0.08917127479426003,0.09248063031878712,p =  0.09
polintr,Agreeableness,sels,0.07659372707478901,0.058952688886554735,lowEdu,SELECTS,Interest,0.07659372707478901,0.19386137115003335,p =  0.19
poleff,Neuroticism,sels,-0.13576324562305844,0.06895367048035682,lowEdu,SELECTS,Efficacy,0.13576324562305844,0.04896396956204166,p =  0.05
involvement,Openness,sels,0.02653150266359443,0.05972102774293555,lowEdu,SELECTS,Involvement,0.02653150266359443,0.6568565675960543,p =  0.66
polpar,Conscientiousness,sels,0.0846037001330452,0.05015924612424927,lowEdu,SELECTS,Participation,0.0846037001330452,0.09166066972763263,p =  0.09
media,Extraversion,sels,-0.0066737486478635,0.05353279748029937,lowEdu,SELECTS,Media use,0.0066737486478635,0.900787547766949,p =  0.9
poltr,Agreeableness,sels,0.09247002239492362,0.0600063907599033,lowEdu,SELECTS,Political trust,0.09247002239492362,0.12331607931166796,p =  0.12
knowledge,Neuroticism,sels,0.06269673320651456,0.06756866147198497,lowEdu,SELECTS,Knowledge,0.06269673320651456,0.35346119320359987,p =  0.35
ideology,Openness,nzes,0.10824530448890722,0.05094076715656996,lowEdu,NZES,Left-right ideology,0.10824530448890722,0.033592879999007626,p =  0.03
stfdem,Conscientiousness,nzes,0.06531579015227033,0.04564950282248963,lowEdu,NZES,Sat. democracy,0.06531579015227033,0.1524845191973129,p =  0.15
polintr,Extraversion,nzes,0.005702566980543709,0.04796354718423169,lowEdu,NZES,Interest,0.005702566980543709,0.905359517023156,p =  0.91
poleff,Agreeableness,nzes,0.014795956666251544,0.049770085712802115,lowEdu,NZES,Efficacy,0.014795956666251544,0.7662480623050927,p =  0.77
involvement,Neuroticism,nzes,0.02594237130918315,0.04949734108053258,lowEdu,NZES,Involvement,0.02594237130918315,0.6001975390435705,p =  0.6
polpar,Openness,nzes,-0.00876654583531068,0.044096436080307756,lowEdu,NZES,Participation,0.00876654583531068,0.8424161031488138,p =  0.84
media,Conscientiousness,nzes,0.04031418451780724,0.056271566720940136,lowEdu,NZES,Media use,0.04031418451780724,0.4737308568207644,p =  0.47
poltr,Extraversion,nzes,NA,NA,lowEdu,NZES,Political trust,NA,NA,p =  NA
knowledge,Agreeableness,nzes,0.014625723349270923,0.04423808288908042,lowEdu,NZES,Knowledge,0.014625723349270923,0.7409361755705175,p =  0.74
ideology,Neuroticism,nzes,-0.01731364736317767,0.051097322895195835,lowEdu,NZES,Left-right ideology,0.01731364736317767,0.7347327657127021,p =  0.73
stfdem,Openness,nzes,0.06815666806421306,0.04716702716047569,lowEdu,NZES,Sat. democracy,0.06815666806421306,0.14845601681719178,p =  0.15
polintr,Conscientiousness,nzes,0.03079304554180138,0.044001362020093644,lowEdu,NZES,Interest,0.03079304554180138,0.48403954731407217,p =  0.48
poleff,Extraversion,nzes,-0.041851078250841625,0.052052707941618134,lowEdu,NZES,Efficacy,0.041851078250841625,0.42138919669162517,p =  0.42
involvement,Agreeableness,nzes,0.010390306150224224,0.049819894435083126,lowEdu,NZES,Involvement,0.010390306150224224,0.8347937926029403,p =  0.83
polpar,Neuroticism,nzes,-0.015852120910949955,0.04349971209234535,lowEdu,NZES,Participation,0.015852120910949955,0.7155451610454744,p =  0.72
media,Openness,nzes,0.07268299320013369,0.05906027650277245,lowEdu,NZES,Media use,0.07268299320013369,0.21845085697537203,p =  0.22
poltr,Conscientiousness,nzes,NA,NA,lowEdu,NZES,Political trust,NA,NA,p =  NA
knowledge,Extraversion,nzes,-0.03337919169113951,0.046299887624673616,lowEdu,NZES,Knowledge,0.03337919169113951,0.47094974397821854,p =  0.47
ideology,Agreeableness,nzes,0.04833620776625057,0.05074260509914795,lowEdu,NZES,Left-right ideology,0.04833620776625057,0.3408047425862366,p =  0.34
stfdem,Neuroticism,nzes,0.025164199970116524,0.04690569159152504,lowEdu,NZES,Sat. democracy,0.025164199970116524,0.5916233997580962,p =  0.59
polintr,Openness,nzes,-0.004565474803032087,0.04606856791862527,lowEdu,NZES,Interest,0.004565474803032087,0.9210574981022885,p =  0.92
poleff,Conscientiousness,nzes,0.0916090500218113,0.048336512125929806,lowEdu,NZES,Efficacy,0.0916090500218113,0.058061273919717965,p =  0.06
involvement,Extraversion,nzes,-0.03827171845926352,0.05189296460841609,lowEdu,NZES,Involvement,0.03827171845926352,0.4608106461057602,p =  0.46
polpar,Agreeableness,nzes,0.026411379241018024,0.04366767218456902,lowEdu,NZES,Participation,0.026411379241018024,0.5452940721948037,p =  0.55
media,Neuroticism,nzes,-0.08144646306846048,0.05828887457040456,lowEdu,NZES,Media use,0.08144646306846048,0.1623263739043215,p =  0.16
poltr,Openness,nzes,NA,NA,lowEdu,NZES,Political trust,NA,NA,p =  NA
knowledge,Conscientiousness,nzes,0.07421790885358462,0.042457074066337155,lowEdu,NZES,Knowledge,0.07421790885358462,0.08045202367851334,p =  0.08
ideology,Extraversion,nzes,0.003145537460319316,0.05228069056520739,lowEdu,NZES,Left-right ideology,0.003145537460319316,0.952023159152322,p =  0.95
stfdem,Agreeableness,nzes,0.02730453353303017,0.0466930749588576,lowEdu,NZES,Sat. democracy,0.02730453353303017,0.5587049123881902,p =  0.56
polintr,Neuroticism,nzes,-0.07167307413759522,0.045736195682444095,lowEdu,NZES,Interest,0.07167307413759522,0.11709192277109338,p =  0.12
poleff,Openness,nzes,0.0767648953021104,0.0501997195531977,lowEdu,NZES,Efficacy,0.0767648953021104,0.12621741724778696,p =  0.13
involvement,Conscientiousness,nzes,0.07755166109907025,0.04808764445744442,lowEdu,NZES,Involvement,0.07755166109907025,0.10680646020397717,p =  0.11
polpar,Extraversion,nzes,-0.028268352336059642,0.045703869758322,lowEdu,NZES,Participation,0.028268352336059642,0.5362384604074428,p =  0.54
media,Agreeableness,nzes,0.05783304702223152,0.05562804483938622,lowEdu,NZES,Media use,0.05783304702223152,0.2985079671233296,p =  0.3
poltr,Neuroticism,nzes,NA,NA,lowEdu,NZES,Political trust,NA,NA,p =  NA
knowledge,Openness,nzes,-0.014909957815654065,0.0446663639883507,lowEdu,NZES,Knowledge,0.014909957815654065,0.7385249837539741,p =  0.74
ideology,Conscientiousness,nzes,0.0398610874783253,0.04850609165416264,lowEdu,NZES,Left-right ideology,0.0398610874783253,0.4112050349722685,p =  0.41
stfdem,Extraversion,nzes,-0.04088467369731469,0.04899200386440507,lowEdu,NZES,Sat. democracy,0.04088467369731469,0.4039895552853245,p =  0.4
polintr,Agreeableness,nzes,0.09686023974430553,0.045881403087136806,lowEdu,NZES,Interest,0.09686023974430553,0.034763699301757545,p =  0.03
poleff,Neuroticism,nzes,-0.012800989570420706,0.049383144133619966,lowEdu,NZES,Efficacy,0.012800989570420706,0.7954672043450113,p =  0.8
involvement,Openness,nzes,-0.058667401718453645,0.05078395263839891,lowEdu,NZES,Involvement,0.058667401718453645,0.24799418795646494,p =  0.25
polpar,Conscientiousness,nzes,-0.0038455156966215216,0.041933545854355034,lowEdu,NZES,Participation,0.0038455156966215216,0.9269324270958093,p =  0.93
media,Extraversion,nzes,-0.046779029185183604,0.060561310616065664,lowEdu,NZES,Media use,0.046779029185183604,0.43986315417698413,p =  0.44
poltr,Agreeableness,nzes,NA,NA,lowEdu,NZES,Political trust,NA,NA,p =  NA
knowledge,Neuroticism,nzes,-0.005106526525014823,0.043967502657485606,lowEdu,NZES,Knowledge,0.005106526525014823,0.9075390505430453,p =  0.91
ideology,Openness,ces,0.20942583212918311,0.16864509579489406,lowEdu,CES,Left-right ideology,0.20942583212918311,0.21430521549125847,p =  0.21
stfdem,Conscientiousness,ces,-0.19043812631238585,0.14447977217941915,lowEdu,CES,Sat. democracy,0.19043812631238585,0.18747170676061928,p =  0.19
polintr,Extraversion,ces,0.179902428178123,0.2189217740878788,lowEdu,CES,Interest,0.179902428178123,0.41121019819058774,p =  0.41
poleff,Agreeableness,ces,0.005935932389053548,0.14673619548227212,lowEdu,CES,Efficacy,0.005935932389053548,0.967731905882391,p =  0.97
involvement,Neuroticism,ces,0.4695276038303568,0.18700070114304093,lowEdu,CES,Involvement,0.4695276038303568,0.012044652990431592,p =  0.01
polpar,Openness,ces,-0.43273635977957736,0.21079994698028134,lowEdu,CES,Participation,0.43273635977957736,0.04008911178363765,p =  0.04
media,Conscientiousness,ces,-0.2115063751694533,0.1491941919193705,lowEdu,CES,Media use,0.2115063751694533,0.156290568430731,p =  0.16
poltr,Extraversion,ces,NA,NA,lowEdu,CES,Political trust,NA,NA,p =  NA
knowledge,Agreeableness,ces,-0.1907759434100116,0.1512476529169245,lowEdu,CES,Knowledge,0.1907759434100116,0.20718344947030276,p =  0.21
ideology,Neuroticism,ces,0.3285516659637236,0.24398581083772924,lowEdu,CES,Left-right ideology,0.3285516659637236,0.17810860141648205,p =  0.18
stfdem,Openness,ces,0.18849209565181307,0.16911520679039851,lowEdu,CES,Sat. democracy,0.18849209565181307,0.2650312852670005,p =  0.27
polintr,Conscientiousness,ces,-0.37102386196749704,0.14274619453367632,lowEdu,CES,Interest,0.37102386196749704,0.009344521769342575,p < 0.01
poleff,Extraversion,ces,-0.10108262590395262,0.20799959698688716,lowEdu,CES,Efficacy,0.10108262590395262,0.6269848170656865,p =  0.63
involvement,Agreeableness,ces,-0.5381724279264622,0.1414630599505667,lowEdu,CES,Involvement,0.5381724279264622,1.4218744546537766e-4,p < 0.01
polpar,Neuroticism,ces,0.4996909971390994,0.2920272972806762,lowEdu,CES,Participation,0.4996909971390994,0.08706070200343892,p =  0.09
media,Openness,ces,-0.17768007085042226,0.1657763867404587,lowEdu,CES,Media use,0.17768007085042226,0.2838073269732166,p =  0.28
poltr,Conscientiousness,ces,NA,NA,lowEdu,CES,Political trust,NA,NA,p =  NA
knowledge,Extraversion,ces,0.20089831321188276,0.22971648685693336,lowEdu,CES,Knowledge,0.20089831321188276,0.38181937297213725,p =  0.38
ideology,Agreeableness,ces,-0.2651701830220798,0.1693185272033962,lowEdu,CES,Left-right ideology,0.2651701830220798,0.11732460319921921,p =  0.12
stfdem,Neuroticism,ces,0.07609003457237613,0.19538167244337196,lowEdu,CES,Sat. democracy,0.07609003457237613,0.6969484307679916,p =  0.7
polintr,Openness,ces,-0.35829074551964424,0.16118551112640322,lowEdu,CES,Interest,0.35829074551964424,0.026226112057345315,p =  0.03
poleff,Conscientiousness,ces,0.02244630505915187,0.13911930022997115,lowEdu,CES,Efficacy,0.02244630505915187,0.8718211076784891,p =  0.87
involvement,Extraversion,ces,-0.19181365451196322,0.21413433498175719,lowEdu,CES,Involvement,0.19181365451196322,0.3703792546311108,p =  0.37
polpar,Agreeableness,ces,-0.026737764003054637,0.20315869829705827,lowEdu,CES,Participation,0.026737764003054637,0.8952925896784093,p =  0.9
media,Neuroticism,ces,0.37200390569158026,0.20233162270188212,lowEdu,CES,Media use,0.37200390569158026,0.06597623525749345,p =  0.07
poltr,Openness,ces,NA,NA,lowEdu,CES,Political trust,NA,NA,p =  NA
knowledge,Conscientiousness,ces,-0.1363750708191101,0.1471512862434053,lowEdu,CES,Knowledge,0.1363750708191101,0.3540471173218287,p =  0.35
ideology,Extraversion,ces,0.4198676345427057,0.26628062677909664,lowEdu,CES,Left-right ideology,0.4198676345427057,0.11484471341671376,p =  0.11
stfdem,Agreeableness,ces,-0.19083917513199958,0.1591050633227677,lowEdu,CES,Sat. democracy,0.19083917513199958,0.23035153312152704,p =  0.23
polintr,Neuroticism,ces,0.22936219046241293,0.19171115279905207,lowEdu,CES,Interest,0.22936219046241293,0.23154260255264542,p =  0.23
poleff,Openness,ces,0.09544884134014275,0.15956723780529414,lowEdu,CES,Efficacy,0.09544884134014275,0.5497243880583325,p =  0.55
involvement,Conscientiousness,ces,-0.47244944405256495,0.13775058698481826,lowEdu,CES,Involvement,0.47244944405256495,6.041478117099189e-4,p < 0.01
polpar,Extraversion,ces,0.13244841953529854,0.33859801333243716,lowEdu,CES,Participation,0.13244841953529854,0.6956736889201282,p =  0.7
media,Agreeableness,ces,-0.3134228932939414,0.15592786455149346,lowEdu,CES,Media use,0.3134228932939414,0.044425836694673565,p =  0.04
poltr,Neuroticism,ces,NA,NA,lowEdu,CES,Political trust,NA,NA,p =  NA
knowledge,Openness,ces,-0.1506636266128101,0.1677386487934127,lowEdu,CES,Knowledge,0.1506636266128101,0.36907647932957466,p =  0.37
ideology,Conscientiousness,ces,2.1943669240642442e-4,0.15578386804480499,lowEdu,CES,Left-right ideology,2.1943669240642442e-4,0.9988761025564257,p =  1
stfdem,Extraversion,ces,-0.22270183592718448,0.24126400848138224,lowEdu,CES,Sat. democracy,0.22270183592718448,0.3559744690247136,p =  0.36
polintr,Agreeableness,ces,-0.42696834449485105,0.1459844995098037,lowEdu,CES,Interest,0.42696834449485105,0.0034473168777977114,p < 0.01
poleff,Neuroticism,ces,-0.11543827920613178,0.18627190544947178,lowEdu,CES,Efficacy,0.11543827920613178,0.5354355921140107,p =  0.54
involvement,Openness,ces,-0.658984433018919,0.15638023473454596,lowEdu,CES,Involvement,0.658984433018919,2.5090061907419965e-5,p < 0.01
polpar,Conscientiousness,ces,-0.1456831425117759,0.20031946579814291,lowEdu,CES,Participation,0.1456831425117759,0.46707034194290253,p =  0.47
media,Extraversion,ces,-0.47310060643627244,0.23159647500389288,lowEdu,CES,Media use,0.47310060643627244,0.041074238697553396,p =  0.04
poltr,Agreeableness,ces,NA,NA,lowEdu,CES,Political trust,NA,NA,p =  NA
knowledge,Neuroticism,ces,0.1905434675370572,0.1977183539361596,lowEdu,CES,Knowledge,0.1905434675370572,0.3351905463138113,p =  0.34
